Date,Open,High,Low,Close,Adj Close,Volume
2022-06-15,6850.000000,6875.000000,6750.000000,6800.000000,6526.028809,8012700
2022-06-16,6800.000000,6850.000000,6700.000000,6800.000000,6526.028809,8840900
2022-06-17,6700.000000,6825.000000,6650.000000,6825.000000,6550.021484,20368400
2022-06-20,6800.000000,6900.000000,6725.000000,6900.000000,6622.000000,10905200
2022-06-21,6900.000000,6950.000000,6850.000000,6875.000000,6598.007324,7172600
2022-06-22,6925.000000,7000.000000,6850.000000,6975.000000,6693.978027,14873800
2022-06-23,7000.000000,7125.000000,6925.000000,7125.000000,6837.934570,18142900
2022-06-24,7150.000000,7175.000000,7000.000000,7075.000000,6789.949219,15927400
2022-06-27,7075.000000,7200.000000,7000.000000,7200.000000,6909.913086,9670700
2022-06-28,7175.000000,7250.000000,7125.000000,7250.000000,6957.898438,13067400
2022-06-29,7225.000000,7225.000000,7075.000000,7100.000000,6813.941895,10225300
2022-06-30,7075.000000,7150.000000,7025.000000,7050.000000,6765.956543,12205400
2022-07-01,7050.000000,7100.000000,6975.000000,7025.000000,6741.963379,6190600
2022-07-04,7025.000000,7050.000000,6725.000000,6825.000000,6550.021484,8577700
2022-07-05,6850.000000,7025.000000,6850.000000,6925.000000,6645.992676,7717600
2022-07-06,6925.000000,7000.000000,6800.000000,7000.000000,6717.970703,6837000
2022-07-07,7000.000000,7025.000000,6900.000000,6900.000000,6622.000000,6754100
2022-07-08,6950.000000,7025.000000,6925.000000,7025.000000,6741.963379,5318200
2022-07-11,7000.000000,7025.000000,6925.000000,7025.000000,6741.963379,2961000
2022-07-12,7050.000000,7100.000000,6975.000000,7050.000000,6765.956543,5209400
2022-07-13,7000.000000,7000.000000,6800.000000,6825.000000,6550.021484,10978800
2022-07-14,6825.000000,6950.000000,6800.000000,6925.000000,6645.992676,7611600
2022-07-15,6925.000000,6950.000000,6825.000000,6900.000000,6622.000000,4235000
2022-07-18,6900.000000,7050.000000,6875.000000,7050.000000,6765.956543,8349100
2022-07-19,7050.000000,7150.000000,7050.000000,7150.000000,6861.927246,10570700
2022-07-20,7150.000000,7175.000000,7075.000000,7100.000000,6813.941895,9147600
2022-07-21,7125.000000,7200.000000,7050.000000,7175.000000,6885.919922,12515300
2022-07-22,7175.000000,7200.000000,7050.000000,7050.000000,6765.956543,3703400
2022-07-25,7050.000000,7075.000000,7000.000000,7025.000000,6741.963379,4355300
2022-07-26,7025.000000,7050.000000,6950.000000,7000.000000,6717.970703,6311400
2022-07-27,7000.000000,7025.000000,6925.000000,7000.000000,6717.970703,7768600
2022-07-28,6950.000000,7000.000000,6875.000000,6900.000000,6622.000000,13846500
2022-07-29,6900.000000,6925.000000,6800.000000,6800.000000,6526.028809,17090700
2022-08-01,6825.000000,6925.000000,6825.000000,6900.000000,6622.000000,14285000
2022-08-02,6700.000000,6750.000000,6625.000000,6700.000000,6700.000000,11697200
2022-08-03,6675.000000,6675.000000,6525.000000,6575.000000,6575.000000,10883100
2022-08-04,6550.000000,6650.000000,6550.000000,6650.000000,6650.000000,14150300
2022-08-05,6650.000000,6675.000000,6550.000000,6625.000000,6625.000000,10508000
2022-08-08,6600.000000,6650.000000,6550.000000,6625.000000,6625.000000,9518400
2022-08-09,6625.000000,6675.000000,6550.000000,6550.000000,6550.000000,10862800
2022-08-10,6550.000000,6625.000000,6500.000000,6625.000000,6625.000000,11884700
2022-08-11,6650.000000,6650.000000,6600.000000,6600.000000,6600.000000,7552600
2022-08-12,6650.000000,6650.000000,6575.000000,6625.000000,6625.000000,6935600
2022-08-15,6625.000000,6625.000000,6550.000000,6625.000000,6625.000000,3707800
2022-08-16,6625.000000,6650.000000,6450.000000,6550.000000,6550.000000,15973400
2022-08-18,6550.000000,6600.000000,6500.000000,6575.000000,6575.000000,10405500
2022-08-19,6600.000000,6650.000000,6575.000000,6575.000000,6575.000000,9669600
2022-08-22,6550.000000,6650.000000,6550.000000,6650.000000,6650.000000,6047100
2022-08-23,6650.000000,6650.000000,6600.000000,6650.000000,6650.000000,4805600
2022-08-24,6650.000000,6650.000000,6575.000000,6650.000000,6650.000000,5240700
2022-08-25,6650.000000,6675.000000,6575.000000,6575.000000,6575.000000,4791100
2022-08-26,6550.000000,6600.000000,6500.000000,6500.000000,6500.000000,6220300
2022-08-29,6475.000000,6625.000000,6450.000000,6625.000000,6625.000000,4316400
2022-08-30,6625.000000,6625.000000,6500.000000,6500.000000,6500.000000,7090200
2022-08-31,6300.000000,6350.000000,6200.000000,6225.000000,6225.000000,28438200
2022-09-01,6225.000000,6375.000000,6225.000000,6275.000000,6275.000000,13391800
2022-09-02,6325.000000,6425.000000,6300.000000,6400.000000,6400.000000,13138800
2022-09-05,6400.000000,6450.000000,6325.000000,6375.000000,6375.000000,9181400
2022-09-06,6375.000000,6425.000000,6325.000000,6350.000000,6350.000000,6556900
2022-09-07,6325.000000,6375.000000,6275.000000,6300.000000,6300.000000,11491000
2022-09-08,6350.000000,6350.000000,6250.000000,6250.000000,6250.000000,10362500
2022-09-09,6300.000000,6325.000000,6200.000000,6225.000000,6225.000000,14636800
2022-09-12,6200.000000,6275.000000,6175.000000,6225.000000,6225.000000,10782800
2022-09-13,6225.000000,6300.000000,6200.000000,6200.000000,6200.000000,9240200
2022-09-14,6200.000000,6250.000000,6150.000000,6225.000000,6225.000000,8907600
2022-09-15,6225.000000,6250.000000,6175.000000,6175.000000,6175.000000,15583400
2022-09-16,6150.000000,6300.000000,6150.000000,6300.000000,6300.000000,18158600
2022-09-19,6275.000000,6275.000000,6200.000000,6200.000000,6200.000000,9070800
2022-09-20,6250.000000,6275.000000,6200.000000,6200.000000,6200.000000,6634700
2022-09-21,6200.000000,6250.000000,6200.000000,6250.000000,6250.000000,7204000
2022-09-22,6225.000000,6250.000000,6175.000000,6250.000000,6250.000000,6200900
2022-09-23,6250.000000,6275.000000,6200.000000,6200.000000,6200.000000,6647900
2022-09-26,6225.000000,6250.000000,6150.000000,6200.000000,6200.000000,8771700
2022-09-27,6200.000000,6225.000000,6125.000000,6150.000000,6150.000000,9551400
2022-09-28,6150.000000,6150.000000,6100.000000,6100.000000,6100.000000,13294700
2022-09-29,6100.000000,6150.000000,6025.000000,6025.000000,6025.000000,7205400
2022-09-30,6050.000000,6175.000000,6025.000000,6025.000000,6025.000000,12140400
2022-10-03,6025.000000,6100.000000,6025.000000,6025.000000,6025.000000,5291700
2022-10-04,6050.000000,6125.000000,6025.000000,6050.000000,6050.000000,8703800
2022-10-05,6100.000000,6150.000000,6025.000000,6025.000000,6025.000000,8316000
2022-10-06,6100.000000,6100.000000,6050.000000,6100.000000,6100.000000,5066900
2022-10-07,6075.000000,6125.000000,6025.000000,6075.000000,6075.000000,6908800
2022-10-10,6075.000000,6150.000000,6050.000000,6125.000000,6125.000000,6180000
2022-10-11,6100.000000,6150.000000,6050.000000,6125.000000,6125.000000,6202100
2022-10-12,6125.000000,6125.000000,6025.000000,6075.000000,6075.000000,5408900
2022-10-13,6100.000000,6125.000000,6025.000000,6050.000000,6050.000000,7809000
2022-10-14,6075.000000,6100.000000,6050.000000,6050.000000,6050.000000,5931800
2022-10-17,6050.000000,6150.000000,6025.000000,6125.000000,6125.000000,10678400
2022-10-18,6150.000000,6175.000000,6100.000000,6175.000000,6175.000000,7913800
2022-10-19,6200.000000,6250.000000,6125.000000,6225.000000,6225.000000,12959800
2022-10-20,6225.000000,6350.000000,6200.000000,6350.000000,6350.000000,12801200
2022-10-21,6350.000000,6375.000000,6275.000000,6275.000000,6275.000000,7353500
2022-10-24,6300.000000,6350.000000,6275.000000,6300.000000,6300.000000,7061800
2022-10-25,6300.000000,6325.000000,6200.000000,6200.000000,6200.000000,11860800
2022-10-26,6275.000000,6350.000000,6225.000000,6325.000000,6325.000000,10509600
2022-10-27,6325.000000,6350.000000,6275.000000,6300.000000,6300.000000,8558700
2022-10-28,6350.000000,6375.000000,6300.000000,6375.000000,6375.000000,11249000
2022-10-31,6375.000000,6475.000000,6375.000000,6450.000000,6450.000000,15454700
2022-11-01,6450.000000,6475.000000,6350.000000,6450.000000,6450.000000,10859900
2022-11-02,6425.000000,6450.000000,6350.000000,6425.000000,6425.000000,8049600
2022-11-03,6400.000000,6425.000000,6325.000000,6375.000000,6375.000000,6507700
2022-11-04,6350.000000,6450.000000,6350.000000,6450.000000,6450.000000,8342600
2022-11-07,6450.000000,6500.000000,6375.000000,6500.000000,6500.000000,9420800
2022-11-08,6550.000000,6550.000000,6400.000000,6475.000000,6475.000000,4847400
2022-11-09,6475.000000,6550.000000,6425.000000,6550.000000,6550.000000,11459700
2022-11-10,6550.000000,6550.000000,6400.000000,6475.000000,6475.000000,6477700
2022-11-11,6500.000000,6500.000000,6375.000000,6400.000000,6400.000000,6379700
2022-11-14,6425.000000,6475.000000,6375.000000,6475.000000,6475.000000,3416300
2022-11-15,6475.000000,6500.000000,6400.000000,6500.000000,6500.000000,6211600
2022-11-16,6500.000000,6500.000000,6400.000000,6500.000000,6500.000000,5248500
2022-11-17,6500.000000,6525.000000,6450.000000,6525.000000,6525.000000,5720700
2022-11-18,6500.000000,6525.000000,6450.000000,6500.000000,6500.000000,3196400
2022-11-21,6500.000000,6550.000000,6475.000000,6525.000000,6525.000000,3922700
2022-11-22,6525.000000,6525.000000,6450.000000,6450.000000,6450.000000,4377700
2022-11-23,6475.000000,6500.000000,6400.000000,6450.000000,6450.000000,4470700
2022-11-24,6450.000000,6525.000000,6400.000000,6425.000000,6425.000000,3331400
2022-11-25,6400.000000,6425.000000,6300.000000,6325.000000,6325.000000,7401400
2022-11-28,6325.000000,6350.000000,6250.000000,6275.000000,6275.000000,7771700
2022-11-29,6275.000000,6375.000000,6275.000000,6325.000000,6325.000000,6442200
2022-11-30,6325.000000,6500.000000,6325.000000,6450.000000,6450.000000,27602900
2022-12-01,6550.000000,6700.000000,6525.000000,6675.000000,6675.000000,23432500
2022-12-02,6675.000000,6800.000000,6550.000000,6775.000000,6775.000000,18869100
2022-12-05,6775.000000,6775.000000,6675.000000,6775.000000,6775.000000,5681800
2022-12-06,6775.000000,6775.000000,6650.000000,6775.000000,6775.000000,10495400
2022-12-07,6750.000000,6850.000000,6725.000000,6850.000000,6850.000000,13883500
2022-12-08,6850.000000,6900.000000,6750.000000,6900.000000,6900.000000,12426900
2022-12-09,6875.000000,6950.000000,6825.000000,6925.000000,6925.000000,13036400
2022-12-12,6925.000000,7000.000000,6825.000000,6975.000000,6975.000000,11385900
2022-12-13,6975.000000,6975.000000,6850.000000,6925.000000,6925.000000,6947300
2022-12-14,6925.000000,7000.000000,6900.000000,6950.000000,6950.000000,8285900
2022-12-15,6950.000000,7000.000000,6900.000000,6975.000000,6975.000000,7323000
2022-12-16,6950.000000,7000.000000,6900.000000,6950.000000,6950.000000,18611800
2022-12-19,6950.000000,7000.000000,6850.000000,7000.000000,7000.000000,7004500
2022-12-20,6975.000000,6975.000000,6850.000000,6975.000000,6975.000000,4376800
2022-12-21,6975.000000,6975.000000,6850.000000,6900.000000,6900.000000,2354800
2022-12-22,6900.000000,6925.000000,6800.000000,6800.000000,6800.000000,3586200
2022-12-23,6800.000000,6875.000000,6750.000000,6825.000000,6825.000000,3652000
2022-12-26,6775.000000,6875.000000,6775.000000,6875.000000,6875.000000,1596500
2022-12-27,6875.000000,6900.000000,6800.000000,6800.000000,6800.000000,1878100
2022-12-28,6800.000000,6850.000000,6675.000000,6725.000000,6725.000000,5291600
2022-12-29,6700.000000,6800.000000,6700.000000,6800.000000,6800.000000,4037800
2022-12-30,6800.000000,6800.000000,6700.000000,6725.000000,6725.000000,3503600
2023-01-02,6725.000000,6825.000000,6725.000000,6775.000000,6775.000000,1627200
2023-01-03,6750.000000,6850.000000,6750.000000,6750.000000,6750.000000,3939000
2023-01-04,6750.000000,6925.000000,6750.000000,6850.000000,6850.000000,5506500
2023-01-05,6875.000000,6875.000000,6775.000000,6850.000000,6850.000000,7888600
2023-01-06,6850.000000,6950.000000,6725.000000,6950.000000,6950.000000,6807500
2023-01-09,6950.000000,7000.000000,6800.000000,6950.000000,6950.000000,6662300
2023-01-10,6900.000000,6900.000000,6600.000000,6675.000000,6675.000000,14808700
2023-01-11,6675.000000,6725.000000,6525.000000,6675.000000,6675.000000,8614300
2023-01-12,6675.000000,6700.000000,6600.000000,6625.000000,6625.000000,5670600
2023-01-13,6625.000000,6700.000000,6500.000000,6700.000000,6700.000000,10145600
2023-01-16,6675.000000,6725.000000,6625.000000,6700.000000,6700.000000,5525400
2023-01-17,6725.000000,6875.000000,6700.000000,6825.000000,6825.000000,10513800
2023-01-18,6825.000000,6950.000000,6800.000000,6950.000000,6950.000000,8657000
2023-01-19,6900.000000,6950.000000,6850.000000,6875.000000,6875.000000,5746900
2023-01-20,6875.000000,6900.000000,6775.000000,6875.000000,6875.000000,8859000
2023-01-24,6875.000000,6925.000000,6825.000000,6925.000000,6925.000000,2858200
2023-01-25,6925.000000,6950.000000,6800.000000,6800.000000,6800.000000,4065400
2023-01-26,6800.000000,6850.000000,6700.000000,6700.000000,6700.000000,7859300
2023-01-27,6700.000000,6775.000000,6675.000000,6700.000000,6700.000000,11380600
2023-01-30,6700.000000,6800.000000,6675.000000,6800.000000,6800.000000,4366900
2023-01-31,6800.000000,6850.000000,6650.000000,6725.000000,6725.000000,13151600
2023-02-01,6700.000000,6725.000000,6625.000000,6650.000000,6650.000000,6670400
2023-02-02,6650.000000,6675.000000,6575.000000,6600.000000,6600.000000,12490700
2023-02-03,6625.000000,6725.000000,6600.000000,6700.000000,6700.000000,7031300
2023-02-06,6700.000000,6725.000000,6600.000000,6675.000000,6675.000000,5734700
2023-02-07,6675.000000,6700.000000,6625.000000,6675.000000,6675.000000,3099300
2023-02-08,6700.000000,6800.000000,6675.000000,6800.000000,6800.000000,6700000
2023-02-09,6800.000000,6825.000000,6750.000000,6775.000000,6775.000000,4626300
2023-02-10,6775.000000,6900.000000,6700.000000,6900.000000,6900.000000,6431600
2023-02-13,6850.000000,6875.000000,6725.000000,6725.000000,6725.000000,5797100
2023-02-14,6725.000000,6800.000000,6700.000000,6750.000000,6750.000000,4590400
2023-02-15,6700.000000,6750.000000,6600.000000,6675.000000,6675.000000,7479300
2023-02-16,6675.000000,6675.000000,6600.000000,6600.000000,6600.000000,5561500
2023-02-17,6600.000000,6600.000000,6500.000000,6600.000000,6600.000000,11153200
2023-02-20,6550.000000,6625.000000,6550.000000,6625.000000,6625.000000,4762600
2023-02-21,6600.000000,6625.000000,6525.000000,6525.000000,6525.000000,6341600
2023-02-22,6525.000000,6600.000000,6525.000000,6600.000000,6600.000000,2984600
2023-02-23,6600.000000,6625.000000,6550.000000,6575.000000,6575.000000,4014800
2023-02-24,6575.000000,6625.000000,6550.000000,6575.000000,6575.000000,2435400
2023-02-27,6575.000000,6600.000000,6525.000000,6600.000000,6600.000000,6349700
2023-02-28,6600.000000,6600.000000,6475.000000,6475.000000,6475.000000,15811400
2023-03-01,6475.000000,6500.000000,6275.000000,6275.000000,6275.000000,14766000
2023-03-02,6300.000000,6350.000000,6250.000000,6250.000000,6250.000000,9675100
2023-03-03,6250.000000,6325.000000,6250.000000,6275.000000,6275.000000,7910700
2023-03-06,6300.000000,6325.000000,6250.000000,6250.000000,6250.000000,5126200
2023-03-07,6250.000000,6325.000000,6200.000000,6250.000000,6250.000000,8384500
2023-03-08,6250.000000,6275.000000,6150.000000,6150.000000,6150.000000,9222400
2023-03-09,6175.000000,6250.000000,6150.000000,6150.000000,6150.000000,5789000
2023-03-10,6150.000000,6200.000000,6100.000000,6125.000000,6125.000000,5466400
2023-03-13,6125.000000,6225.000000,6100.000000,6125.000000,6125.000000,5179700
2023-03-14,6150.000000,6225.000000,6125.000000,6175.000000,6175.000000,7033700
2023-03-15,6175.000000,6225.000000,6100.000000,6100.000000,6100.000000,6553100
2023-03-16,6100.000000,6175.000000,6050.000000,6150.000000,6150.000000,3570900
2023-03-17,6150.000000,6225.000000,6100.000000,6125.000000,6125.000000,17695500
2023-03-20,6125.000000,6200.000000,6125.000000,6200.000000,6200.000000,2325300
2023-03-21,6225.000000,6225.000000,6125.000000,6125.000000,6125.000000,7628100
2023-03-24,6200.000000,6400.000000,6175.000000,6325.000000,6325.000000,9974300
2023-03-27,6425.000000,6425.000000,6350.000000,6375.000000,6375.000000,7332800
2023-03-28,6375.000000,6450.000000,6350.000000,6375.000000,6375.000000,7110100
2023-03-29,6400.000000,6475.000000,6350.000000,6350.000000,6350.000000,10059800
2023-03-30,6400.000000,6475.000000,6350.000000,6400.000000,6400.000000,7313600
2023-03-31,6400.000000,6425.000000,6200.000000,6200.000000,6200.000000,15207500
2023-04-03,6200.000000,6250.000000,6175.000000,6175.000000,6175.000000,7453300
2023-04-04,6175.000000,6350.000000,6175.000000,6350.000000,6350.000000,7999600
2023-04-05,6375.000000,6375.000000,6275.000000,6275.000000,6275.000000,6600000
2023-04-06,6300.000000,6350.000000,6250.000000,6250.000000,6250.000000,6684600
2023-04-10,6275.000000,6325.000000,6200.000000,6325.000000,6325.000000,5879200
2023-04-11,6325.000000,6350.000000,6250.000000,6350.000000,6350.000000,4139000
2023-04-12,6325.000000,6350.000000,6250.000000,6275.000000,6275.000000,7923000
2023-04-13,6300.000000,6325.000000,6275.000000,6275.000000,6275.000000,2624900
2023-04-14,6275.000000,6400.000000,6275.000000,6300.000000,6300.000000,8912100
2023-04-17,6325.000000,6400.000000,6275.000000,6325.000000,6325.000000,10704300
2023-04-18,6400.000000,6400.000000,6325.000000,6350.000000,6350.000000,4925100
2023-04-26,6400.000000,6500.000000,6375.000000,6500.000000,6500.000000,14098900
2023-04-27,6475.000000,6500.000000,6375.000000,6425.000000,6425.000000,7393900
2023-04-28,6425.000000,6500.000000,6400.000000,6450.000000,6450.000000,11951800
2023-05-02,6475.000000,6500.000000,6400.000000,6500.000000,6500.000000,6229800
2023-05-03,6775.000000,6800.000000,6550.000000,6650.000000,6650.000000,20460100
2023-05-04,6600.000000,6700.000000,6550.000000,6625.000000,6625.000000,13351700
2023-05-05,6650.000000,6700.000000,6575.000000,6700.000000,6700.000000,8005500
2023-05-08,6700.000000,6875.000000,6675.000000,6875.000000,6875.000000,15963300
2023-05-09,6875.000000,6900.000000,6775.000000,6825.000000,6825.000000,8982000
2023-05-10,6850.000000,6900.000000,6800.000000,6900.000000,6900.000000,8697100
2023-05-11,6900.000000,6900.000000,6750.000000,6800.000000,6800.000000,4955500
2023-05-12,6800.000000,6800.000000,6700.000000,6725.000000,6725.000000,8843800
2023-05-15,6725.000000,6775.000000,6675.000000,6725.000000,6725.000000,8207300
2023-05-16,6725.000000,6850.000000,6700.000000,6825.000000,6825.000000,12010300
2023-05-17,6825.000000,6850.000000,6725.000000,6800.000000,6800.000000,8442300
2023-05-19,6800.000000,6950.000000,6775.000000,6950.000000,6950.000000,13551700
2023-05-22,6950.000000,7000.000000,6875.000000,6900.000000,6900.000000,9774100
2023-05-23,6900.000000,6975.000000,6900.000000,6950.000000,6950.000000,17598400
2023-05-24,6950.000000,6975.000000,6875.000000,6950.000000,6950.000000,10056700
2023-05-25,6975.000000,7175.000000,6950.000000,7100.000000,7100.000000,18238400
2023-05-26,7100.000000,7250.000000,7100.000000,7200.000000,7200.000000,12859400
2023-05-29,7200.000000,7275.000000,7125.000000,7200.000000,7200.000000,8783500
2023-05-30,7175.000000,7200.000000,7150.000000,7150.000000,7150.000000,4062300
2023-05-31,7175.000000,7275.000000,7100.000000,7100.000000,7100.000000,30276400
2023-06-05,7200.000000,7275.000000,7150.000000,7250.000000,7250.000000,16147500
2023-06-06,7275.000000,7475.000000,7250.000000,7375.000000,7375.000000,20431800
2023-06-07,7425.000000,7475.000000,7400.000000,7450.000000,7450.000000,15381300
2023-06-08,7500.000000,7500.000000,7375.000000,7425.000000,7425.000000,7128700
2023-06-09,7325.000000,7475.000000,7325.000000,7425.000000,7425.000000,7917400
2023-06-12,7450.000000,7475.000000,7425.000000,7450.000000,7450.000000,9202800
2023-06-13,7475.000000,7475.000000,7350.000000,7350.000000,7350.000000,6909100
2023-06-14,7475.000000,7475.000000,7350.000000,7350.000000,7350.000000,6909100
2023-06-15,7450.000000,7475.000000,7400.000000,7400.000000,7400.000000,1415900
